País de nacimiento;Sexo;Edad;Periodo;Total
Otros países con nivel de desarrollo medio;Mujeres;99 años;2022;23
Otros países con nivel de desarrollo medio;Mujeres;99 años;2021;18
Otros países con nivel de desarrollo medio;Mujeres;100 y más años;2024;40
Otros países con nivel de desarrollo medio;Mujeres;100 y más años;2023;40
Otros países con nivel de desarrollo medio;Mujeres;100 y más años;2022;42
Otros países con nivel de desarrollo medio;Mujeres;100 y más años;2021;42
Otros países con nivel de desarrollo bajo;Total;Todas las edades;2024;256.183
Otros países con nivel de desarrollo bajo;Total;Todas las edades;2023;247.286
Otros países con nivel de desarrollo bajo;Total;Todas las edades;2022;231.866
Otros países con nivel de desarrollo bajo;Total;Todas las edades;2021;217.086
Otros países con nivel de desarrollo bajo;Total;0 años;2024;45
Otros países con nivel de desarrollo bajo;Total;0 años;2023;61
Otros países con nivel de desarrollo bajo;Total;0 años;2022;55
Otros países con nivel de desarrollo bajo;Total;0 años;2021;32
Otros países con nivel de desarrollo bajo;Total;1 año;2024;194
Otros países con nivel de desarrollo bajo;Total;1 año;2023;180
Otros países con nivel de desarrollo bajo;Total;1 año;2022;168
Otros países con nivel de desarrollo bajo;Total;1 año;2021;88
Otros países con nivel de desarrollo bajo;Total;2 años;2024;327
Otros países con nivel de desarrollo bajo;Total;2 años;2023;305
Otros países con nivel de desarrollo bajo;Total;2 años;2022;240
Otros países con nivel de desarrollo bajo;Total;2 años;2021;195
Otros países con nivel de desarrollo bajo;Total;3 años;2024;453
Otros países con nivel de desarrollo bajo;Total;3 años;2023;414
Otros países con nivel de desarrollo bajo;Total;3 años;2022;386
Otros países con nivel de desarrollo bajo;Total;3 años;2021;329
Otros países con nivel de desarrollo bajo;Total;4 años;2024;571
Otros países con nivel de desarrollo bajo;Total;4 años;2023;532
Otros países con nivel de desarrollo bajo;Total;4 años;2022;483
Otros países con nivel de desarrollo bajo;Total;4 años;2021;442
Otros países con nivel de desarrollo bajo;Total;5 años;2024;687
Otros países con nivel de desarrollo bajo;Total;5 años;2023;642
Otros países con nivel de desarrollo bajo;Total;5 años;2022;613
Otros países con nivel de desarrollo bajo;Total;5 años;2021;562
Otros países con nivel de desarrollo bajo;Total;6 años;2024;805
Otros países con nivel de desarrollo bajo;Total;6 años;2023;774
Otros países con nivel de desarrollo bajo;Total;6 años;2022;716
Otros países con nivel de desarrollo bajo;Total;6 años;2021;640
Otros países con nivel de desarrollo bajo;Total;7 años;2024;935
Otros países con nivel de desarrollo bajo;Total;7 años;2023;894
Otros países con nivel de desarrollo bajo;Total;7 años;2022;812
Otros países con nivel de desarrollo bajo;Total;7 años;2021;715
Otros países con nivel de desarrollo bajo;Total;8 años;2024;1.070
Otros países con nivel de desarrollo bajo;Total;8 años;2023;978
Otros países con nivel de desarrollo bajo;Total;8 años;2022;868
Otros países con nivel de desarrollo bajo;Total;8 años;2021;839
Otros países con nivel de desarrollo bajo;Total;9 años;2024;1.132
Otros países con nivel de desarrollo bajo;Total;9 años;2023;1.013
Otros países con nivel de desarrollo bajo;Total;9 años;2022;1.001
Otros países con nivel de desarrollo bajo;Total;9 años;2021;869
Otros países con nivel de desarrollo bajo;Total;10 años;2024;1.146
Otros países con nivel de desarrollo bajo;Total;10 años;2023;1.168
Otros países con nivel de desarrollo bajo;Total;10 años;2022;1.034
Otros países con nivel de desarrollo bajo;Total;10 años;2021;970
Otros países con nivel de desarrollo bajo;Total;11 años;2024;1.343
Otros países con nivel de desarrollo bajo;Total;11 años;2023;1.167
Otros países con nivel de desarrollo bajo;Total;11 años;2022;1.129
Otros países con nivel de desarrollo bajo;Total;11 años;2021;993
Otros países con nivel de desarrollo bajo;Total;12 años;2024;1.331
Otros países con nivel de desarrollo bajo;Total;12 años;2023;1.297
Otros países con nivel de desarrollo bajo;Total;12 años;2022;1.172
Otros países con nivel de desarrollo bajo;Total;12 años;2021;1.293
Otros países con nivel de desarrollo bajo;Total;13 años;2024;1.491
Otros países con nivel de desarrollo bajo;Total;13 años;2023;1.363
Otros países con nivel de desarrollo bajo;Total;13 años;2022;1.489
Otros países con nivel de desarrollo bajo;Total;13 años;2021;1.397
Otros países con nivel de desarrollo bajo;Total;14 años;2024;1.594
Otros países con nivel de desarrollo bajo;Total;14 años;2023;1.702
Otros países con nivel de desarrollo bajo;Total;14 años;2022;1.649
Otros países con nivel de desarrollo bajo;Total;14 años;2021;1.525
Otros países con nivel de desarrollo bajo;Total;15 años;2024;2.063
Otros países con nivel de desarrollo bajo;Total;15 años;2023;1.909
Otros países con nivel de desarrollo bajo;Total;15 años;2022;1.820
Otros países con nivel de desarrollo bajo;Total;15 años;2021;1.502
Otros países con nivel de desarrollo bajo;Total;16 años;2024;2.443
Otros países con nivel de desarrollo bajo;Total;16 años;2023;2.387
Otros países con nivel de desarrollo bajo;Total;16 años;2022;2.007
Otros países con nivel de desarrollo bajo;Total;16 años;2021;1.759
Otros países con nivel de desarrollo bajo;Total;17 años;2024;3.418
Otros países con nivel de desarrollo bajo;Total;17 años;2023;3.054
Otros países con nivel de desarrollo bajo;Total;17 años;2022;2.595
Otros países con nivel de desarrollo bajo;Total;17 años;2021;2.059
Otros países con nivel de desarrollo bajo;Total;18 años;2024;4.060
Otros países con nivel de desarrollo bajo;Total;18 años;2023;3.512
Otros países con nivel de desarrollo bajo;Total;18 años;2022;2.989
Otros países con nivel de desarrollo bajo;Total;18 años;2021;2.534
Otros países con nivel de desarrollo bajo;Total;19 años;2024;4.051
Otros países con nivel de desarrollo bajo;Total;19 años;2023;3.848
Otros países con nivel de desarrollo bajo;Total;19 años;2022;3.569
Otros países con nivel de desarrollo bajo;Total;19 años;2021;2.758
Otros países con nivel de desarrollo bajo;Total;20 años;2024;4.222
Otros países con nivel de desarrollo bajo;Total;20 años;2023;4.269
Otros países con nivel de desarrollo bajo;Total;20 años;2022;3.443
Otros países con nivel de desarrollo bajo;Total;20 años;2021;3.150
Otros países con nivel de desarrollo bajo;Total;21 años;2024;4.513
Otros países con nivel de desarrollo bajo;Total;21 años;2023;3.993
Otros países con nivel de desarrollo bajo;Total;21 años;2022;3.860
Otros países con nivel de desarrollo bajo;Total;21 años;2021;3.613
Otros países con nivel de desarrollo bajo;Total;22 años;2024;4.238
Otros países con nivel de desarrollo bajo;Total;22 años;2023;4.505
Otros países con nivel de desarrollo bajo;Total;22 años;2022;4.229
Otros países con nivel de desarrollo bajo;Total;22 años;2021;3.588
Otros países con nivel de desarrollo bajo;Total;23 años;2024;4.758
Otros países con nivel de desarrollo bajo;Total;23 años;2023;4.715
Otros países con nivel de desarrollo bajo;Total;23 años;2022;4.287
Otros países con nivel de desarrollo bajo;Total;23 años;2021;3.500
Otros países con nivel de desarrollo bajo;Total;24 años;2024;5.045
Otros países con nivel de desarrollo bajo;Total;24 años;2023;4.908
Otros países con nivel de desarrollo bajo;Total;24 años;2022;4.160
Otros países con nivel de desarrollo bajo;Total;24 años;2021;4.007
Otros países con nivel de desarrollo bajo;Total;25 años;2024;5.259
Otros países con nivel de desarrollo bajo;Total;25 años;2023;4.765
Otros países con nivel de desarrollo bajo;Total;25 años;2022;4.553
Otros países con nivel de desarrollo bajo;Total;25 años;2021;3.967
Otros países con nivel de desarrollo bajo;Total;26 años;2024;5.071
Otros países con nivel de desarrollo bajo;Total;26 años;2023;5.150
Otros países con nivel de desarrollo bajo;Total;26 años;2022;4.640
Otros países con nivel de desarrollo bajo;Total;26 años;2021;4.406
Otros países con nivel de desarrollo bajo;Total;27 años;2024;5.379
Otros países con nivel de desarrollo bajo;Total;27 años;2023;5.221
Otros países con nivel de desarrollo bajo;Total;27 años;2022;5.005
Otros países con nivel de desarrollo bajo;Total;27 años;2021;4.451
Otros países con nivel de desarrollo bajo;Total;28 años;2024;5.419
Otros países con nivel de desarrollo bajo;Total;28 años;2023;5.572
Otros países con nivel de desarrollo bajo;Total;28 años;2022;4.962
Otros países con nivel de desarrollo bajo;Total;28 años;2021;4.671
Otros países con nivel de desarrollo bajo;Total;29 años;2024;5.790
Otros países con nivel de desarrollo bajo;Total;29 años;2023;5.387
Otros países con nivel de desarrollo bajo;Total;29 años;2022;5.183
Otros países con nivel de desarrollo bajo;Total;29 años;2021;4.184
Otros países con nivel de desarrollo bajo;Total;30 años;2024;5.562
Otros países con nivel de desarrollo bajo;Total;30 años;2023;5.664
Otros países con nivel de desarrollo bajo;Total;30 años;2022;4.595
Otros países con nivel de desarrollo bajo;Total;30 años;2021;4.680
Otros países con nivel de desarrollo bajo;Total;31 años;2024;5.872
Otros países con nivel de desarrollo bajo;Total;31 años;2023;4.998
Otros países con nivel de desarrollo bajo;Total;31 años;2022;5.177
Otros países con nivel de desarrollo bajo;Total;31 años;2021;4.511
Otros países con nivel de desarrollo bajo;Total;32 años;2024;5.081
Otros países con nivel de desarrollo bajo;Total;32 años;2023;5.543
Otros países con nivel de desarrollo bajo;Total;32 años;2022;4.886
Otros países con nivel de desarrollo bajo;Total;32 años;2021;4.954
Otros países con nivel de desarrollo bajo;Total;33 años;2024;5.691
Otros países con nivel de desarrollo bajo;Total;33 años;2023;5.268
Otros países con nivel de desarrollo bajo;Total;33 años;2022;5.299
Otros países con nivel de desarrollo bajo;Total;33 años;2021;5.024
Otros países con nivel de desarrollo bajo;Total;34 años;2024;5.366
Otros países con nivel de desarrollo bajo;Total;34 años;2023;5.630
Otros países con nivel de desarrollo bajo;Total;34 años;2022;5.309
Otros países con nivel de desarrollo bajo;Total;34 años;2021;5.484
Otros países con nivel de desarrollo bajo;Total;35 años;2024;5.746
Otros países con nivel de desarrollo bajo;Total;35 años;2023;5.640
Otros países con nivel de desarrollo bajo;Total;35 años;2022;5.819
Otros países con nivel de desarrollo bajo;Total;35 años;2021;5.824
Otros países con nivel de desarrollo bajo;Total;36 años;2024;5.700
Otros países con nivel de desarrollo bajo;Total;36 años;2023;6.077
Otros países con nivel de desarrollo bajo;Total;36 años;2022;6.106
Otros países con nivel de desarrollo bajo;Total;36 años;2021;6.071
Otros países con nivel de desarrollo bajo;Total;37 años;2024;6.194
Otros países con nivel de desarrollo bajo;Total;37 años;2023;6.393
Otros países con nivel de desarrollo bajo;Total;37 años;2022;6.269
Otros países con nivel de desarrollo bajo;Total;37 años;2021;6.361
Otros países con nivel de desarrollo bajo;Total;38 años;2024;6.443
Otros países con nivel de desarrollo bajo;Total;38 años;2023;6.435
Otros países con nivel de desarrollo bajo;Total;38 años;2022;6.497
Otros países con nivel de desarrollo bajo;Total;38 años;2021;7.269
Otros países con nivel de desarrollo bajo;Total;39 años;2024;6.531
Otros países con nivel de desarrollo bajo;Total;39 años;2023;6.677
Otros países con nivel de desarrollo bajo;Total;39 años;2022;7.407
Otros países con nivel de desarrollo bajo;Total;39 años;2021;6.287
Otros países con nivel de desarrollo bajo;Total;40 años;2024;6.705
Otros países con nivel de desarrollo bajo;Total;40 años;2023;7.518
Otros países con nivel de desarrollo bajo;Total;40 años;2022;6.358
Otros países con nivel de desarrollo bajo;Total;40 años;2021;8.900
Otros países con nivel de desarrollo bajo;Total;41 años;2024;7.609
Otros países con nivel de desarrollo bajo;Total;41 años;2023;6.489
Otros países con nivel de desarrollo bajo;Total;41 años;2022;8.907
Otros países con nivel de desarrollo bajo;Total;41 años;2021;7.305
Otros países con nivel de desarrollo bajo;Total;42 años;2024;6.468
Otros países con nivel de desarrollo bajo;Total;42 años;2023;9.048
Otros países con nivel de desarrollo bajo;Total;42 años;2022;7.245
Otros países con nivel de desarrollo bajo;Total;42 años;2021;7.694
Otros países con nivel de desarrollo bajo;Total;43 años;2024;8.967
Otros países con nivel de desarrollo bajo;Total;43 años;2023;7.335
Otros países con nivel de desarrollo bajo;Total;43 años;2022;7.593
Otros países con nivel de desarrollo bajo;Total;43 años;2021;7.326
Otros países con nivel de desarrollo bajo;Total;44 años;2024;7.281
Otros países con nivel de desarrollo bajo;Total;44 años;2023;7.629
Otros países con nivel de desarrollo bajo;Total;44 años;2022;7.316
Otros países con nivel de desarrollo bajo;Total;44 años;2021;6.753
Otros países con nivel de desarrollo bajo;Total;45 años;2024;7.597
Otros países con nivel de desarrollo bajo;Total;45 años;2023;7.346
Otros países con nivel de desarrollo bajo;Total;45 años;2022;6.648
Otros países con nivel de desarrollo bajo;Total;45 años;2021;6.672
Otros países con nivel de desarrollo bajo;Total;46 años;2024;7.306
Otros países con nivel de desarrollo bajo;Total;46 años;2023;6.686
Otros países con nivel de desarrollo bajo;Total;46 años;2022;6.612
Otros países con nivel de desarrollo bajo;Total;46 años;2021;5.978
Otros países con nivel de desarrollo bajo;Total;47 años;2024;6.661
Otros países con nivel de desarrollo bajo;Total;47 años;2023;6.604
Otros países con nivel de desarrollo bajo;Total;47 años;2022;5.931
Otros países con nivel de desarrollo bajo;Total;47 años;2021;5.107
Otros países con nivel de desarrollo bajo;Total;48 años;2024;6.493
Otros países con nivel de desarrollo bajo;Total;48 años;2023;5.951
Otros países con nivel de desarrollo bajo;Total;48 años;2022;5.061
Otros países con nivel de desarrollo bajo;Total;48 años;2021;5.034
Otros países con nivel de desarrollo bajo;Total;49 años;2024;5.843
Otros países con nivel de desarrollo bajo;Total;49 años;2023;4.990
Otros países con nivel de desarrollo bajo;Total;49 años;2022;5.012
Otros países con nivel de desarrollo bajo;Total;49 años;2021;3.530
Otros países con nivel de desarrollo bajo;Total;50 años;2024;4.955
Otros países con nivel de desarrollo bajo;Total;50 años;2023;4.984
Otros países con nivel de desarrollo bajo;Total;50 años;2022;3.485
Otros países con nivel de desarrollo bajo;Total;50 años;2021;4.824
Otros países con nivel de desarrollo bajo;Total;51 años;2024;4.913
Otros países con nivel de desarrollo bajo;Total;51 años;2023;3.489
Otros países con nivel de desarrollo bajo;Total;51 años;2022;4.774
Otros países con nivel de desarrollo bajo;Total;51 años;2021;3.244
Otros países con nivel de desarrollo bajo;Total;52 años;2024;3.465
Otros países con nivel de desarrollo bajo;Total;52 años;2023;4.758
Otros países con nivel de desarrollo bajo;Total;52 años;2022;3.224
